s_no,college_code,college_name,location,region,college_type
348,3860,"St. Annes College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110 ",cuddalore,thanjavur,self financing colleges
349,3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303 ",pudukkottai,thanjavur,self financing colleges
350,3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507 ",pudukkottai,thanjavur,self financing colleges
351,3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507 ",pudukkottai,thanjavur,self financing colleges
352,3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501 ",pudukkottai,thanjavur,self financing colleges
353,3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District 622305 ",pudukkottai,thanjavur,self financing colleges
354,3926,"CHENDURAN COLLEGE OF ENGINEERING & TECHNOLOGY, THIRUMAYAM PUDUKOTTAI - 622507 ",pudukottai,thanjavur,self financing colleges
355,4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007 ",tirunelveli,madurai,constituent colleges
356,4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004 ",kanyakumari,madurai,constituent colleges
357,4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008 ",thoothukudi,madurai,constituent colleges
358,4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 625358 ",tirunelveli,madurai,self financing colleges
359,4670,"Rohini College of Engineering & Technology, Anjugramam- Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401 "," kanyakumari",madurai,self financing colleges
360,4672,"Stella Marys College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202 ",kanyakumari,madurai,self financing colleges
361,4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117 ",tirunelveli,madurai,self financing colleges
362,4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128 ",virudhunagar,madurai,self financing colleges
363,4677,"Lourdes Mount College of Engineering and Technology, Marthandam- Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post, Kanyakumari District 629195 "," kanyakumari",madurai,self financing colleges
364,4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117 ",virudhunagar,madurai,self financing colleges
365,4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005 ",virudhunagar,madurai,self financing colleges
366,4686,"GOOD SHEPHERD COLLEGE OF ENGINEERING AND TECHNOLOGY, MARUTHAMPARAI, KANYAKUMARI ",kanyakumari,madurai,self financing colleges
367,4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656 ",thoothukudi,madurai,self financing colleges
368,4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626106 ",virudhunagar,madurai,self financing colleges
369,4927,"Maria College of Engineering and Technology, Attoor Puliyamoodu Junction, Thiruvattar Post, Kanyakumari District 629177 ",kanyakumari,madurai,self financing colleges
370,4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171 ",kanyakumari,madurai,self financing colleges
371,4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304 ",kanyakumari,madurai,self financing colleges
372,4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005 ",thoothukudi,madurai,self financing colleges
373,4932,"Immanuel Arasar J J College of Engineering, Anappara, Edavilagam, Nattalam, Kanyakumari District 629195 ",kanyakumari,madurai,self financing colleges
374,4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102 ",thoothukudi,madurai,self financing colleges
375,4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam, Thoothukudi District 628851 ",thoothukudi,madurai,self financing colleges
376,4937,"A R College of Engineering and Technology, Kadayam-Alangulam Road, Therikkumadathoor Post, Tenkasi District 627423 ",tenkasi,madurai,self financing colleges
377,4938,"Sivaji College of Engineering and Technology, Manivilla Palulai Panchayat, Vilavancode, Kanyakumari District 629170 ",Kanyakumari,madurai,self financing colleges
378,4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502 ",thoothukudi,madurai,self financing colleges
379,4943,"Satyam College of Engineering & Technology, Kannappannallur, Aralvaimozhi, Kanyakumari District 629301 ",kanyakumari,madurai,self financing colleges
380,4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203 ",kanyakumari,madurai,self financing colleges
381,4945,"Vins Christian Womens College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari District 629807 ",kanyakumari,madurai,self financing colleges
382,4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301 ",kanyakumari,madurai,self financing colleges
383,4948,"Rajas Institute of Technology , Ozhuginasery, Nagercoil, Kanyakumari District 629001 ",kanyakumari,madurai,self financing colleges
384,4949,"P S N Institute of Technology & Science, Melathediyoor, Tirunelveli District 627152 ",tirunelveli,madurai,self financing colleges
385,4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302 ",kanyakumari,madurai,self financing colleges
386,4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114 ",tirunelveli,madurai,self financing colleges
387,4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215 ",thoothukudi,madurai,self financing colleges
388,4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003 ",tirunelveli,madurai,self financing colleges
389,4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District - 629301 ",kanyakumari,madurai,self financing colleges
390,4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617 ",thoothukudi,madurai,self financing colleges
391,4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001 ",virudhunagar,madurai,self financing colleges
392,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005 ",virudhunagar,madurai,self financing colleges
393,4961,"Nellai College of Engineering, Maruthakulam Post, Tirunelveli District 627151 ",tirunelveli,madurai,self financing colleges
394,4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503 ",thoothukudi,madurai,self financing colleges
395,4964,"P S N College of Engineering and Technology (Autonomous), Melathediyoor, Tirunelveli Dstrict 627152 ",tirunelveli,madurai,self financing colleges
396,4965,"P S R Engineering College (Autonomous), Appayanaickenpatti, Sevalpatti, Virudhunagar District 626140 ",virudhunagar,madurai,self financing colleges
397,4966,"PET Engineering College, Vallioor Post, Tirunelveli District 627117 ",tirunelveli,madurai,self financing colleges
398,4967,"S Veerasamy Chettiar College of Engineering and Technology, Puliangudi Post, Tenkasi District 627855 ",tenkasi,madurai,self financing colleges
399,4968,"Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808 ",tenkasi,madurai,self financing colleges
400,4969,"SCAD College of Engineering and Technology, Cheranmahadevi, Tirunelveli District 627414 ",tirunelveli,madurai,self financing colleges
401,4970,"Sree Sowdambiga College of Engineering, Aruppukkottai Taluk, Virudhunagar District 626134 ",virudhunagar,madurai,self financing colleges
